0.166667	0.756410	0.615385	0.230769	1.000000	0.397436	0.371795	0.448718	0.00	0.00	0.00	0.00	
0.375000	0.984375	0.953125	0.937500	0.671875	1.000000	0.00	0.00	0.00	0.00	0.00	0.00	
0.313433	0.402985	0.761194	1.000000	0.447761	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.692308	0.692308	1.000000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.589286	0.607143	1.000000	0.910714	0.446429	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.844156	1.000000	0.818182	0.714286	0.480519	0.714286	0.168831	0.454545	0.168831	0.00	0.00	0.00	
0.904110	1.000000	0.219178	0.602740	0.260274	0.767123	0.00	0.00	0.00	0.00	0.00	0.00	
0.631579	0.434211	0.460526	0.723684	0.144737	0.828947	1.000000	0.434211	0.184211	0.250000	0.671053	0.00	
0.600000	0.828571	1.000000	0.985714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.943662	0.845070	0.281690	0.338028	0.718310	0.464789	1.000000	0.760563	0.704225	0.00	0.00	0.00	
0.173333	0.933333	0.533333	0.560000	0.520000	0.133333	1.000000	0.706667	0.440000	0.00	0.00	0.00	
0.946429	0.464286	1.000000	0.196429	0.625000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.397260	1.000000	0.835616	0.205479	0.780822	0.260274	0.00	0.00	0.00	0.00	0.00	0.00	
1.000000	0.790323	0.483871	0.548387	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.894737	1.000000	0.697368	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.472222	0.750000	1.000000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.888889	0.569444	0.958333	0.833333	0.638889	1.000000	0.375000	0.972222	0.972222	0.00	0.00	0.00	
0.581081	0.837838	0.554054	0.445946	0.445946	0.689189	1.000000	0.00	0.00	0.00	0.00	0.00	
0.236111	0.736111	0.250000	0.513889	0.194444	1.000000	0.00	0.00	0.00	0.00	0.00	0.00	
0.164557	0.177215	0.531646	0.556962	1.000000	0.734177	0.278481	0.215190	0.00	0.00	0.00	0.00	
0.207792	0.870130	0.636364	0.597403	1.000000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.949153	1.000000	0.525424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.935897	0.512821	0.525641	0.794872	0.974359	0.756410	0.269231	0.871795	1.000000	0.00	0.00	0.00	
0.987179	0.974359	0.551282	0.974359	0.500000	0.269231	1.000000	0.628205	0.230769	0.679487	0.320513	0.256410	
0.651515	0.378788	0.393939	1.000000	0.681818	0.469697	0.348485	0.772727	0.500000	0.393939	0.00	0.00	
0.140845	1.000000	0.338028	0.239437	0.957747	0.732394	0.774648	0.380282	0.00	0.00	0.00	0.00	
0.936508	0.984127	0.412698	1.000000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
