0.573529	0.323529	0.279412	0.411765	0.264706	1.000000	
0.819672	1.000000	0.786885	0.00	0.00	0.00	
1.000000	0.439394	1.000000	0.848485	0.00	0.00	
0.984375	0.828125	1.000000	0.609375	0.00	0.00	
0.485714	0.442857	1.000000	1.000000	0.214286	0.214286	
0.797297	0.472973	0.932432	0.581081	1.000000	0.00	
0.256757	1.000000	0.391892	0.662162	0.797297	0.00	
0.451613	1.000000	0.241935	0.161290	0.709677	0.00	
1.000000	0.582090	0.358209	0.626866	0.776119	0.895522	
0.507042	0.633803	0.802817	1.000000	0.00	0.00	
0.507246	1.000000	0.275362	0.217391	0.202899	0.00	
0.913043	0.608696	0.159420	0.289855	1.000000	0.00	
0.441558	0.805195	1.000000	0.233766	0.961039	0.00	
1.000000	0.316456	0.189873	0.721519	0.924051	0.797468	
0.807692	0.692308	0.358974	1.000000	0.00	0.00	
0.744681	1.000000	0.872340	0.00	0.00	0.00	
0.981481	0.833333	0.462963	1.000000	0.351852	0.518519	
0.772727	1.000000	0.545455	0.00	0.00	0.00	
0.821918	1.000000	0.356164	0.410959	0.00	0.00	
0.264706	1.000000	0.411765	0.808824	0.250000	0.367647	
1.000000	0.402778	0.541667	0.680556	0.847222	0.277778	
0.814286	0.328571	0.414286	1.000000	0.00	0.00	
0.671875	0.765625	0.296875	0.640625	1.000000	0.703125	
1.000000	0.590909	0.606061	0.00	0.00	0.00	
0.532468	1.000000	0.311688	0.142857	0.883117	0.00	
0.909091	1.000000	0.246753	0.298701	0.948052	0.636364	
0.763889	0.152778	1.000000	0.00	0.00	0.00	
0.410256	1.000000	0.679487	0.269231	0.807692	0.00	
0.365385	0.596154	1.000000	0.557692	0.519231	0.576923	
1.000000	0.714286	0.464286	0.00	0.00	0.00	
0.812500	0.812500	1.000000	0.375000	0.00	0.00	
0.954545	0.636364	0.250000	1.000000	0.863636	0.772727	
0.811594	0.579710	1.000000	0.246377	0.275362	0.00	
0.323077	1.000000	0.230769	0.00	0.00	0.00	
0.315789	0.960526	1.000000	0.250000	0.157895	0.00	
0.630137	0.493151	0.698630	0.410959	1.000000	0.972603	
0.589041	0.753425	1.000000	0.589041	0.00	0.00	
1.000000	0.835443	0.139241	0.316456	0.582278	0.00	
0.576923	0.756410	1.000000	0.487179	0.00	0.00	
0.906250	0.406250	0.968750	1.000000	0.00	0.00	
0.684211	1.000000	0.175439	0.964912	0.00	0.00	
0.944444	0.944444	1.000000	0.00	0.00	0.00	
0.571429	0.875000	0.392857	1.000000	1.000000	0.00	
0.823529	1.000000	0.191176	0.00	0.00	0.00	
1.000000	0.779661	0.169492	0.322034	0.966102	0.00	
0.590909	1.000000	0.318182	0.00	0.00	0.00	
1.000000	0.693548	0.451613	0.758065	0.193548	0.00	
0.238095	0.238095	0.412698	1.000000	0.238095	0.476190	
0.364865	1.000000	0.972973	0.689189	0.00	0.00	
1.000000	0.693878	0.591837	0.00	0.00	0.00	
0.594203	0.434783	0.768116	1.000000	0.304348	0.782609	
0.910714	0.196429	0.946429	1.000000	0.00	0.00	
0.333333	0.685185	1.000000	0.759259	1.000000	0.00	
0.320513	0.282051	1.000000	0.461538	0.294872	0.00	
