1.000000	0.842105	0.131579	0.447368	0.210526	
0.114286	0.657143	0.885714	1.000000	0.200000	
1.000000	0.361111	0.555556	0.194444	0.666667	
0.435897	0.615385	0.333333	0.179487	1.000000	
0.157895	0.447368	1.000000	0.789474	0.236842	
1.000000	0.352941	0.235294	0.882353	0.470588	
1.000000	0.909091	0.272727	0.484848	0.363636	
0.906250	0.750000	0.343750	1.000000	0.125000	
0.105263	0.315789	0.421053	0.789474	1.000000	
0.147059	0.823529	0.676471	1.000000	0.294118	
1.000000	0.363636	0.575758	0.242424	0.848485	
0.558824	0.323529	0.647059	0.411765	1.000000	
1.000000	0.882353	0.176471	0.294118	0.588235	
1.000000	0.378378	0.189189	0.864865	0.270270	
1.000000	0.888889	0.777778	0.407407	0.629630	
0.277778	0.861111	1.000000	0.500000	0.138889	
0.264706	0.823529	1.000000	0.382353	0.470588	
0.125000	0.406250	1.000000	0.687500	0.906250	
0.368421	0.473684	1.000000	0.131579	0.657895	
1.000000	0.766667	0.900000	0.266667	0.400000	
0.289474	0.184211	1.000000	0.789474	0.368421	
0.689655	0.827586	0.344828	1.000000	0.586207	
0.441176	0.235294	0.352941	1.000000	0.911765	
1.000000	0.264706	0.382353	0.705882	0.588235	
0.531250	1.000000	0.125000	0.812500	0.656250	
0.117647	1.000000	0.470588	0.588235	0.764706	
1.000000	0.531250	0.781250	0.125000	0.687500	
0.210526	0.842105	0.473684	0.105263	1.000000	
0.750000	1.000000	0.250000	0.611111	0.166667	
1.000000	0.800000	0.114286	0.371429	0.571429	
1.000000	0.128205	0.435897	0.230769	0.769231	
0.588235	0.382353	0.852941	0.117647	1.000000	
1.000000	0.837838	0.243243	0.108108	0.513514	
0.270270	1.000000	0.702703	0.621622	0.108108	
0.184211	0.631579	1.000000	0.315789	0.500000	
0.551724	0.827586	0.344828	0.724138	1.000000	
0.230769	0.358974	1.000000	0.102564	0.871795	
0.657143	1.000000	0.800000	0.114286	0.285714	
1.000000	0.303030	0.151515	0.696970	0.878788	
0.837838	0.297297	0.459459	0.108108	1.000000	
0.205882	0.852941	1.000000	0.352941	0.529412	
1.000000	0.378378	0.297297	0.864865	0.162162	
0.351351	0.135135	1.000000	0.459459	0.756757	
1.000000	0.921053	0.263158	0.105263	0.342105	
0.272727	0.575758	1.000000	0.424242	0.757576	
0.468750	1.000000	0.250000	0.812500	0.593750	
0.322581	0.612903	0.870968	1.000000	0.419355	
0.888889	0.416667	1.000000	0.138889	0.333333	
0.236842	0.578947	0.684211	1.000000	0.131579	
0.638889	0.222222	0.500000	0.416667	1.000000	
0.406250	0.500000	0.312500	0.906250	1.000000	
0.384615	0.102564	0.282051	1.000000	0.794872	
0.242424	0.909091	0.393939	1.000000	0.484848	
0.131579	1.000000	0.315789	0.394737	0.789474	
0.657143	1.000000	0.571429	0.400000	0.228571	
1.000000	0.500000	0.882353	0.352941	0.205882	
1.000000	0.111111	0.583333	0.861111	0.222222	
0.916667	1.000000	0.222222	0.527778	0.111111	
0.459459	0.756757	1.000000	0.162162	0.324324	
1.000000	0.741935	0.161290	0.838710	0.483871	
0.696970	0.787879	1.000000	0.181818	0.363636	
0.827586	1.000000	0.551724	0.655172	0.413793	
0.896552	0.689655	0.310345	1.000000	0.551724	
1.000000	0.636364	0.787879	0.242424	0.363636	
0.485714	0.200000	0.371429	1.000000	0.800000	
0.108108	0.918919	1.000000	0.405405	0.270270	
0.225806	0.903226	0.741935	0.354839	1.000000	
0.617647	0.382353	0.235294	0.705882	1.000000	
0.647059	0.294118	0.558824	0.441176	1.000000	
0.575758	1.000000	0.909091	0.363636	0.181818	
0.852941	0.617647	1.000000	0.147059	0.323529	
0.230769	0.487179	0.692308	1.000000	0.153846	
0.588235	0.823529	0.352941	1.000000	0.176471	
0.290323	0.612903	1.000000	0.838710	0.483871	
1.000000	0.612903	0.290323	0.806452	0.516129	
0.142857	0.571429	1.000000	0.657143	0.485714	
0.848485	0.212121	0.606061	1.000000	0.363636	
0.657895	0.421053	1.000000	0.236842	0.315789	
1.000000	0.516129	0.129032	0.741935	0.838710	
0.105263	1.000000	0.526316	0.657895	0.342105	
0.833333	1.000000	0.500000	0.666667	0.333333	
1.000000	0.848485	0.636364	0.121212	0.424242	
0.542857	1.000000	0.857143	0.171429	0.285714	
0.371429	0.457143	0.885714	0.142857	1.000000	
0.526316	0.289474	0.131579	1.000000	0.684211	
0.432432	0.108108	1.000000	0.297297	0.864865	
0.542857	0.714286	0.457143	1.000000	0.142857	
0.410256	0.102564	0.179487	0.871795	1.000000	
0.588235	0.882353	0.323529	0.147059	1.000000	
0.473684	0.236842	1.000000	0.789474	0.131579	
0.485714	0.142857	0.857143	1.000000	0.371429	
0.538462	0.256410	1.000000	0.615385	0.153846	
0.513514	0.270270	1.000000	0.810811	0.108108	
1.000000	0.444444	0.777778	0.333333	0.222222	
0.303030	0.878788	0.696970	0.151515	1.000000	
0.256410	0.692308	0.512821	0.102564	1.000000	
1.000000	0.687500	0.218750	0.312500	0.906250	
0.135135	1.000000	0.756757	0.567568	0.243243	
0.777778	0.388889	1.000000	0.500000	0.111111	
0.692308	0.230769	0.512821	0.128205	1.000000	
1.000000	0.264706	0.558824	0.382353	0.735294	
0.806452	0.612903	0.354839	1.000000	0.451613	
0.871795	0.384615	1.000000	0.205128	0.102564	
0.228571	1.000000	0.657143	0.114286	0.857143	
0.333333	0.166667	0.444444	1.000000	0.833333	
0.305556	0.416667	1.000000	0.861111	0.194444	
1.000000	0.256410	0.358974	0.846154	0.102564	
0.162162	0.270270	1.000000	0.783784	0.486486	
0.416667	0.305556	0.916667	1.000000	0.138889	
0.685714	1.000000	0.200000	0.600000	0.371429	
0.676471	0.294118	0.382353	1.000000	0.588235	
1.000000	0.263158	0.578947	0.684211	0.105263	
0.157895	0.473684	1.000000	0.289474	0.710526	
0.358974	0.128205	1.000000	0.615385	0.461538	
0.218750	0.593750	0.843750	1.000000	0.468750	
1.000000	0.472222	0.111111	0.555556	0.638889	
0.888889	0.370370	1.000000	0.666667	0.777778	
0.111111	1.000000	0.555556	0.777778	0.333333	
0.323529	0.764706	1.000000	0.176471	0.676471	
0.282051	1.000000	0.128205	0.384615	0.769231	
0.818182	0.606061	0.151515	0.454545	1.000000	
1.000000	0.600000	0.142857	0.800000	0.314286	
0.352941	1.000000	0.147059	0.852941	0.588235	
0.878788	1.000000	0.363636	0.212121	0.575758	
1.000000	0.736842	0.447368	0.342105	0.105263	
1.000000	0.305556	0.888889	0.388889	0.194444	
0.305556	1.000000	0.416667	0.166667	0.888889	
0.363636	1.000000	0.606061	0.878788	0.181818	
1.000000	0.157895	0.552632	0.657895	0.263158	
0.392857	0.892857	0.714286	1.000000	0.571429	
0.441176	0.647059	1.000000	0.117647	0.735294	
0.218750	0.843750	1.000000	0.406250	0.656250	
0.815789	0.394737	0.289474	1.000000	0.131579	
0.151515	0.757576	0.242424	1.000000	0.878788	
0.647059	1.000000	0.294118	0.205882	0.794118	
0.864865	1.000000	0.243243	0.108108	0.486486	
0.875000	1.000000	0.375000	0.687500	0.187500	
1.000000	0.625000	0.750000	0.312500	0.437500	
0.384615	0.256410	1.000000	0.179487	0.743590	
0.512821	0.256410	0.179487	1.000000	0.615385	
0.540541	0.756757	0.108108	1.000000	0.297297	
0.916667	1.000000	0.166667	0.444444	0.250000	
0.676471	1.000000	0.411765	0.588235	0.264706	
0.461538	0.769231	1.000000	0.205128	0.128205	
0.838710	0.419355	0.258065	0.709677	1.000000	
0.324324	0.513514	1.000000	0.702703	0.162162	
0.128205	0.435897	0.666667	0.333333	1.000000	
0.512821	0.102564	0.179487	0.769231	1.000000	
0.361111	0.638889	0.555556	1.000000	0.222222	
0.896552	0.620690	1.000000	0.517241	0.413793	
0.694444	0.333333	0.222222	0.527778	1.000000	
0.500000	0.861111	0.277778	0.138889	1.000000	
0.285714	0.800000	1.000000	0.142857	0.628571	
0.750000	0.857143	0.428571	1.000000	0.535714	
0.812500	1.000000	0.437500	0.687500	0.187500	
1.000000	0.914286	0.142857	0.257143	0.542857	
0.843750	0.656250	0.250000	1.000000	0.375000	
0.515152	1.000000	0.393939	0.212121	0.909091	
0.205882	0.323529	0.588235	1.000000	0.823529	
0.729730	0.189189	0.486486	1.000000	0.297297	
0.552632	0.315789	0.631579	1.000000	0.131579	
0.228571	0.628571	1.000000	0.457143	0.542857	
0.142857	0.742857	1.000000	0.400000	0.571429	
1.000000	0.333333	0.700000	0.500000	0.800000	
0.875000	0.468750	0.156250	0.625000	1.000000	
0.677419	1.000000	0.806452	0.483871	0.258065	
1.000000	0.108108	0.216216	0.864865	0.513514	
0.482759	0.724138	0.379310	0.862069	1.000000	
1.000000	0.750000	0.416667	0.500000	0.111111	
0.485714	0.200000	0.371429	0.800000	1.000000	
0.805556	0.166667	0.277778	0.527778	1.000000	
0.783784	0.162162	0.459459	0.297297	1.000000	
0.184211	0.684211	0.447368	1.000000	0.315789	
0.575758	0.272727	0.363636	1.000000	0.818182	
0.600000	1.000000	0.733333	0.133333	0.866667	
0.571429	1.000000	0.742857	0.171429	0.371429	
0.303030	0.424242	1.000000	0.757576	0.545455	
0.714286	0.514286	0.200000	0.428571	1.000000	
0.314286	0.485714	0.914286	1.000000	0.142857	
0.558824	0.764706	0.382353	0.235294	1.000000	
0.131579	1.000000	0.289474	0.789474	0.421053	
0.382353	0.794118	1.000000	0.264706	0.500000	
0.500000	0.281250	0.593750	1.000000	0.750000	
1.000000	0.891892	0.270270	0.432432	0.108108	
0.485714	0.771429	0.200000	0.400000	1.000000	
1.000000	0.270270	0.891892	0.351351	0.189189	
0.184211	0.342105	0.684211	0.421053	1.000000	
0.852941	0.352941	1.000000	0.529412	0.205882	
0.210526	1.000000	0.605263	0.368421	0.447368	
0.282051	0.717949	1.000000	0.102564	0.461538	
0.133333	0.900000	0.600000	1.000000	0.700000	
0.184211	0.394737	0.473684	1.000000	0.578947	
0.235294	0.735294	0.529412	1.000000	0.441176	
0.250000	0.472222	0.666667	1.000000	0.388889	
0.709677	0.903226	0.483871	0.129032	1.000000	
0.181818	0.424242	0.909091	1.000000	0.515152	
1.000000	0.205882	0.705882	0.617647	0.411765	
0.472222	1.000000	0.694444	0.388889	0.222222	
0.512821	0.205128	0.743590	1.000000	0.102564	
0.750000	0.194444	0.361111	0.472222	1.000000	
0.548387	0.645161	0.161290	0.870968	1.000000	
0.513514	1.000000	0.162162	0.432432	0.594595	
0.514286	1.000000	0.914286	0.314286	0.114286	
0.378378	0.162162	1.000000	0.540541	0.621622	
0.806452	0.193548	0.677419	1.000000	0.548387	
0.437500	0.843750	0.281250	1.000000	0.562500	
0.882353	0.382353	0.176471	1.000000	0.500000	
0.256410	1.000000	0.179487	0.384615	0.743590	
1.000000	0.473684	0.289474	0.131579	0.736842	
0.848485	0.636364	1.000000	0.151515	0.393939	
0.900000	0.566667	0.133333	0.733333	1.000000	
0.166667	0.444444	1.000000	0.638889	0.527778	
0.451613	0.870968	0.225806	0.677419	1.000000	
0.344828	0.724138	1.000000	0.482759	0.896552	
0.441176	0.705882	0.588235	1.000000	0.205882	
0.378378	0.621622	1.000000	0.189189	0.513514	
0.625000	0.437500	1.000000	0.906250	0.156250	
0.606061	0.393939	0.757576	0.272727	1.000000	
0.344828	0.551724	0.689655	0.862069	1.000000	
1.000000	0.542857	0.342857	0.257143	0.714286	
0.805556	0.416667	1.000000	0.333333	0.222222	
1.000000	0.625000	0.281250	0.750000	0.468750	
0.851852	0.629630	0.481481	1.000000	0.740741	
0.411765	0.852941	0.176471	0.500000	1.000000	
0.666667	0.533333	0.766667	1.000000	0.366667	
0.342857	0.171429	0.514286	1.000000	0.828571	
1.000000	0.566667	0.666667	0.233333	0.866667	
0.787879	1.000000	0.666667	0.242424	0.333333	
